Name,Description,Price,Rating,# of Reviews,Link
Curly Hair Solutions® Curl Keeper® Flexy Brush | Turquoise | The Best Detangling and Curl Clumping Brush,,23.00,4.4,443,https://www.amazon.ca/Curly-Hair-Solutions-Flexy-Brush/dp/B077H5G7ZB/ref=sr_1_205?dchild=1&keywords=brush&qid=1619850556&sr=8-205
"Dazzlepro Elements Sonic Toothbrush with UV Sanitizing Charging Base, Silver","You only get one set of teeth, so you should take the best possible care of them. The Dazzlepro elements sonic toothbrush and UV sanitizing base uses sonic technology and four brush modes to clean and whiten you smile, encourage healthy gums, and remove surface stains. Choose from: “clean” for a thorough, deep clean; “soft” for an extra-gentle brushing; “whiten” for polishing away surface stains; and “massage” to stimulate gums, which can help reduce tartar buildup that can lead to gum disease. The Dazzlepro elements sonic toothbrush and UV sanitizing base brushes your teeth using 40,000 tiny strokes per minute, compared to just 300 strokes per minute (on average) you are able to do with a manual toothbrush. It also has an auto-shut off function after you’ve brushed for the American dental association-recommended two minutes, so you don’t even have to think about it. What’S more, a 30-second interval timer reminds you to move from one section of your mouth to the next so that all of your teeth get cleaned evenly and thoroughly. One of the best parts of the Dazzlepro elements sonic toothbrush is that the countertop charging base also operates as a UV sanitizer for your brush heads. Hundreds of millions of bacteria and microorganisms live in our mouths and can cause tooth decay and gum disease, and these exact bacteria end up on our toothbrushes. However, just 8 minutes under the UV light of the Dazzlepro UV sanitizing base after each time you brush kills 99.9% Of these bacteria, ensuring that your toothbrush is clean and ready and for the next time you use it. To keep your toothbrush protected from germs in between uses, keep your brush head in the sanitizer. How to use the Dazzlepro elements sonic toothbrush and UV sanitizing base connect your brush head to the Dazzlepro elements sonic toothbrush handle use the mode button to cycle through the different modes until you find the one you’d like.

",89.99,.0,11,https://www.amazon.ca/Dazzlepro-Elements-Toothbrush-Sanitizing-Charging/dp/B074Y8XB3P/ref=sr_1_215_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-215-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwMDQwMDg1MU1LWUtTN1RIVDJaRCZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
"Hair Paddle Brush with Ionic Minerals - Thick Hair Brush for Men and Women, for Blow Drying, Straightening - Gentle Bristles, Easy Comfort Grip Flat by Osensia",,21.99,3.7,22,https://www.amazon.ca/Minerals-Antistatic-Detangler-Straightening-Bristles/dp/B0771VM84L/ref=sr_1_213_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-213-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwOTAzNDI2S01VTTNaUkJWT1hTJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
"Wet Brush Brush Original Detangler, Disney Classics-Super-Cool-Black, 1 Count","Detangling brush: The hair brush has soft bristles that are gentle on scalp and detangles the knots giving you pain free brushing.

",17.99,4.9,15,https://www.amazon.ca/Wet-Brush-Original-Detangler-Classics-Super-Cool-Black/dp/B082P8BDJJ/ref=sr_1_204?dchild=1&keywords=brush&qid=1619850556&sr=8-204
Hot Tools Professional 24K Gold Charcoal Infused one-step blowout Styler,"The hot tools professional 24k gold charcoal infused one-step blowout styling tool is dependable in every way. Starting with the design, the versatile oval brush design has gently curved sides created to smooth hair, while the rounded edges help craft volume from the roots down to beautifully curled ends. Just one step to gorgeous styles. A styling surface designed with our tried and trusted 24k gold technology delivers even heat distribution that’s essential to consistent results. Plus, it’s ideal for all hair types! direct ion technology helps maintain a neutral charge on the hair’s surface, leaving the hair looking conditioned and smooth, while helping reduce frizz and static for shiny, healthy-looking hair. Designed with unique airflow vents to accentuate a quick styling. Cutting edge boar tech 2 bristles complete with silk glide perfect the styling results with a silky-smooth finish. Complete with a rotating temperature control and three speed settings providing ultimate styling control. Fast styling, great results for all hair types, check. What more could you need? a comfortable styling experience! the lightweight design and soft-touch finish provide a relaxed grip. Equipped with an 8 ft. Professional cord giving you free range of movement and all the reach you need. Every plug-in counts and with an ALCI safety plug, required for all U.S. Hair dryers you’re all set. Plus, a 10-year limited warranty guarantees a professional tool and professional results! top features: professional tool for professional results. Get simple, beautiful blowouts with one tool.Styling Surface designed with the unparalleled 24k gold technology for even heat distribution and consistent results for all hair types. Charcoal-Infused bristles are perfect for refreshing 2nd day hair!Designed with an ALCI safety plug (required for U.S. Hair dryers).rotating Temperature control with 3 speed settings provides styling versatility and great results on all hair types.

",80.00,4.,271,https://www.amazon.ca/Hot-Tools-Professional-Charcoal-one-step/dp/B07SH1MKZ6/ref=sr_1_203?dchild=1&keywords=brush&qid=1619850556&sr=8-203
"WetBrush Brush Go Green BIODEGRADEABLE Detanlger, 1 Count","An eco-friendly brush that glides through tangles without breakage or pain. Gentle on your hair and the environment.Over 45% less damage. 56% less effort. 100% happier hair!.

",17.41,4.,53,https://www.amazon.ca/Wet-Brush-Green-Detangler-Ounce/dp/B07CFSDWWC/ref=sr_1_200?dchild=1&keywords=brush&qid=1619850556&sr=8-200
"Diane Boar Reinforced Wave Brush, 1 Count","Reinforced boar bristle 9 inches men's wave brush. 7 row, extra firm bristles. Specially made with 100% natural boar bristle and varnished dark wood handle. It features a soft bristles on one side and firm bristles on the other, making it top-in-the line in men’s brushes.

",6.99,4.4,671,https://www.amazon.ca/Diane-Brush-Extra-Reinforced-Bristles/dp/B000ZN39TG/ref=sr_1_201?dchild=1&keywords=brush&qid=1619850556&sr=8-201
Diane Charcoal Soft Touch Handle Collection Round Brush,"-Inchescharcoal soft touch handle Collection-InchesRound brush.

",4.00,4.6,21,https://www.amazon.ca/Diane-Charcoal-Touch-Handle-Collection/dp/B01DOKCDOI/ref=sr_1_199?dchild=1&keywords=brush&qid=1619850556&sr=8-199
Denman D3 Classic 7 Row Styling Hairbrush by Denman International Ltd,"The Denman D3 is the ultimate multi-functional hairbrush for detangling, blow-drying, styling and smoothing the hair. This iconic styling brush incorporates the famous half-round pad to provide maximum grip and control during blow-drying. Perfect for smoothing, shaping and polishing the hair. ideal for defining wet curls.

",37.49,4.6,145,https://www.amazon.ca/Denman-Classic-Styling-Hairbrush-International/dp/B00RYP5UA4/ref=sr_1_198?dchild=1&keywords=brush&qid=1619850556&sr=8-198
"Hair Dryer Brush-Hot Air Brush,Hair Dryer and Volumizer 3 in 1 Upgrade Anti-Scald Negative Ionic Technology Hair Straightener Brush Electric Blow Dryer for Straightening, Curling Hot-Air Hair Brush",,30.99,4.8,42,https://www.amazon.ca/Brush-Hot-Anti-Scald-Technology-Straightener-Straightening/dp/B08TSWQB7F/ref=sr_1_197?dchild=1&keywords=brush&qid=1619850556&sr=8-197
"Wet Brush Multi-Pack Squirt Detangler Hair Brushes, Pink/Purple/Blue","Little brush, BIG detangler, the Squirt is just a smaller version of our Original Detangler and because one is just never enough, get three! One for your school bag, purse, gym bag or home! The Squirt features our exclusive IntelliFlex(R) bristles that are firm on one stroke but give on the next. Brush out tangles effortlessly, with no more pulling, tugging or pain. This petite sized, Squirt fits easily into your purse, it's also great for kids! The result: healthier hair, with no tangles, no split ends or hair loss.

",17.54,4.7,109,https://www.amazon.ca/Wet-Brush-Multi-Pack-Detangler-Brushes/dp/B01IMYFH8K/ref=sr_1_189?dchild=1&keywords=brush&qid=1619850553&sr=8-189
"FIXBODY Round Barrel Hair Brush with Boar Bristles, Nano Thermal Ceramic Coating & Ionic Tech for Hair Drying, Styling, Curling, Straightening, Hair Volume and Shine (3.3"" Barrel 2"")",,19.99,4.4,"4,109",https://www.amazon.ca/FIXBODY-Anti-Static-Bristles-Thermal-Straightening/dp/B07DHLHR46/ref=sr_1_190?dchild=1&keywords=brush&qid=1619850553&sr=8-190
"Wooden Bristle Paddle Hair Brush | Length 10.25"" Width 3.5""| Large Flat Natural Eco Friendly Wood Handle Hairbrush for Men & Women with Thick, Curly, Wavy Long Hair",,34.35,4.3,473,https://www.amazon.ca/GranNaturals-Wooden-Bristle-Paddle-Brush/dp/B071H45WT8/ref=sr_1_188?dchild=1&keywords=brush&qid=1619850553&sr=8-188
"BOSOBO Paint Brushes Set, 2 Pack 20 Pcs Round Pointed Tip Paintbrushes Nylon Hair Artist Acrylic Paint Brushes for Acrylic Oil Watercolor, Face Nail Art, Miniature Detailing and Rock Painting, Blue","Package contains a large variety of shapes and sizes, allowing you to paint anything and everything of your imagination. The painting brushes are designed to meet the requirements of both amateur and artists. Whether you are looking for hobby paint brushes, kids paint brushes, beginners paint brushes or pro paint brushes, this artist brush set will appeal to you.",4.09,4.6,518,https://www.amazon.ca/BOSOBO-Paintbrushes-Watercolor-Miniature-Detailing/dp/B07GH7WGC3/ref=sr_1_187?dchild=1&keywords=brush&qid=1619850553&sr=8-187
Oral-B Pro 500 3D White Electric Toothbrush with Brush Head (Packaging/Color May Vary),"The Oral-B Vitality Rechargeable Electric Toothbrush with 3D White brush head features a specially designed polishing cup to help remove surface stains. The round brush head is inspired by dental professional tools for a tooth-by-tooth clean. The 3D White brush head works with unique Oral-B technology that oscillates, allowing the bristles to surround each tooth for a naturally whiter smile. Additionally, the 2 minute timer signals after two minutes to help you brush for the recommended brushing time. Best of all it’s brought to you by Oral-B – the #1 brand used by dentists worldwide.

",39.97,4.6,"12,809",https://www.amazon.ca/Oral-B-Power-Rechargeable-Electric-Toothbrush/dp/B07CKCCY6V/ref=sr_1_185?dchild=1&keywords=brush&qid=1619850553&sr=8-185
Premium wave brush- wave brush medium-Made with Pure Boar Bristles for 360,"torino pro brushes,torino pro medium brush,torino pro,torino pro brushes 350 wave,wave brush set,medium torino pro brush,wave medium brush,360 wave,velvet durag,wave builder durag,tsurag,brush king,360 waves,torino pro,royalty brush,medium brush,great lengths brush,crown brushes 360 wave medium,crown quality,crown wave brush 360 crown brush,wave brush,wave brush 360,360 wave brush,wave medium brush,wave grease,silky durag for men,wave cap,wave brush,torino pro brushes 360 wave,torino pro medium brush,crown brushes 360 wave,wave brush 360,360 wave brush,wave grease

",30.00,4.6,212,https://www.amazon.ca/Premium-wave-brush-Bristles-partner/dp/B07TT98MGF/ref=sr_1_186?dchild=1&keywords=brush&qid=1619850553&sr=8-186
"4 Pack Sensitive Facial Brush Replacement Heads Compatible with Mia 1, Mia2, Mia3/Aria, Mia Prima, SMART Profile, Alpha Fit, Pro, Plus and Radiance Cleansing Brush","The cleansing brush replacement head ideal for oily skin and large pores, it cleans the skin and the dirt and oil in the deep parts of the pores effectively. ",16.99,4.3,154,https://www.amazon.ca/Sensitive-Replacement-Compatible-Radiance-Cleansing/dp/B08G82FPX2/ref=sr_1_196_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-196-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwOTIxODM0MzdTNVRZOU1LUzMxRCZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
"Autobrush for Kids, Qmix Toddler Toothbrush with U-Shaped Brush Head, Smart Timer, IPX7 Waterproof, Cartoon Modeling, Special Designed for Toddlers, Ages 2-6 (Wireless Charging Pink)",,36.95,3.3,87,https://www.amazon.ca/Autobrush-Qmix-Toothbrush-U-Shaped-Waterproof/dp/B08P7L3B89/ref=sr_1_194_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-194-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwMzk3NDk3RkVKVFRXRzlaSkU3JndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl
"Flexible Hold - Aussie Mega Hold Hairspray with Jojoba & Sea Kelp, 396 g - Packaging May Vary","STRONG, YET OH SO FLEXIBLE. With Aussie Mega Hold Hairspray you can give your hair the freedom to move while keeping your awesome style in place. Infused with Australian jojoba oil and sea kelp, this flexible hold spray keeps wavy and curly looks smooth, touchable and on point. Simply spray on dry, styled hair for well behaved ‘do’s that are free to move.

",2.44,4.4,367,https://www.amazon.ca/Aussie-Mega-Aerosol-Hairspray-460mL/dp/B00BOV3NBC/ref=sr_1_195_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-195-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwNjUzNTI4MUhCTFpLRFhPVlZDMiZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
Epic Professional Quick Dry Hair Brush,"Brush your wet hair anywhere easily with the Epic Professional Quick Dry Brush from Wet Brush. The Wet Brush set out on a mission to conquer the horrible issue of detangling hair without the tears or damage. They created a unique brush with IntelliFlex bristles that effortlessly run through hair and detangles wet or dry hair without pulling or tugging.

",21.47,4.6,229,https://www.amazon.ca/Beauty-Wet-Epic-Quick-Brush/dp/B01BE8XJOK/ref=sr_1_184?dchild=1&keywords=brush&qid=1619850553&sr=8-184
BaBylissPRO Extra-Large Ceramic Circular Thermal Brush,"The BaBylissPRO Ceramic Thermal Brushes feature nylon bristles on a ceramic coated barrel with a ridged rubber handle for an excellent grip. Vented for air-flow through the brush while drying for faster blow drying. The benefits of CERAMIC on the barrel: Retains and distributes heat more efficiently; Seals the outer cuticle layer; eliminates frizzy, flyaway hair & allows moisture to remain in the hair shaft for smooth, glossy hair.

",12.99,4.2,74,https://www.amazon.ca/BaBylissPRO-Extra-Large-Ceramic-Circular-Thermal/dp/B081P81723/ref=sr_1_183?dchild=1&keywords=brush&qid=1619850553&sr=8-183
"GHD 1-inch Gold Professional Styler, Black, 1 Inch","ghd gold professional performance styler - proven to deliver sleeker, smoother and healthier-looking hair. Featuring dual-zone technology for a premium performance, ghd gold has two next generation heat sensors, one across each plate, to control the optimum styling temperature of 365F constantly and evenly from root to tip.

",249.00,4.2,60,https://www.amazon.ca/ghd-Gold-Professional-Performance-Styler/dp/B07BHV4T32/ref=sr_1_193_sspa?dchild=1&keywords=brush&qid=1619850556&sr=8-193-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOENWVE9EUE9SVzgyJmVuY3J5cHRlZElkPUEwNzQxODEzMUJUU0pEM1NUNjg3RiZlbmNyeXB0ZWRBZElkPUEwNDIxNzk2MTMwTDRNUjQ2REFRVyZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
"BESTOOL Hair Scalp Massager Shampoo Brush with Soft Silicone Bristle, Scalp Scrubber Exfoliating for Women, Men Dandruff Treatment, Hair Growth and Stress Release (Pink)",,10.99,4.,"2,471",https://www.amazon.ca/BESTOOL-Massager-Silicone-Exfoliating-Treatment/dp/B07R6KPS9N/ref=sr_1_182?dchild=1&keywords=brush&qid=1619850553&sr=8-182
"Crayola 05-3506 5 Assorted Premium Paint Brushes, School, Craft, Painting and Art Supplies, Kids, Ages 3,4, 5, 6 and Up, Back to school, School supplies, Arts and Crafts, Gifting","Set of 5 high quality paint brushes in various head shapes.

",2.97,4.7,"1,339",https://www.amazon.ca/Crayola-Assorted-Painting-Supplies-Stocking/dp/B00CMM5GKI/ref=sr_1_181?dchild=1&keywords=brush&qid=1619850553&sr=8-181
"Grannaturals Dry Brushing Body Exfoliating Brush With Natural Bristle Anti Cellulite, 4.23 Ounces","WHAT IS A DRY BODY BRUSH? The GranNaturals Dry Body Brush is a natural way of improving the health of your skin. Dry Brushing consists of brushing the dry skin all over your body before or after you take a shower or a bath. Dry Brushing can stimulate the blood flow, exfoliate excess dead skin cells, and make it feel like you just had a massage. CELLULITE SUPPORT: Cellulite is the lumpy dimple-like skin that is most commonly found in the hips, thighs, buttocks and the stomach. Dry Brushing can help to reduce the appearance of cellulite. LYMPHATIC DRAINAGE: Lymph is a fluid that circulates throughout your body and contains white blood cells. This circulation picks up bacteria and toxins from the body and removes it through the lymph nodes. When your body has poor circulation the toxins are not picked up and they stay in your body. Dry Brushing gets the blood flowing and helps to remove toxins in your body. EXFOLIATE SKIN: Dead skin cells can clog your pores and leave you with unhealthy looking skin. Dry Brushing will brush away and exfoliate these dead skin cells opening up your pores and leaving you with a more youthful and clear appearance. CLICK ""ADD TO CART"" AND BUY NOW WITH CONFIDENCE

",29.02,4.2,"1,486",https://www.amazon.ca/Grannaturals-Brushing-Exfoliating-Natural-Cellulite/dp/B00Y3GY60W/ref=sr_1_180?dchild=1&keywords=brush&qid=1619850553&sr=8-180
Boon Cacti Bottle Cleaning Brush Set,"Look sharp! Boon cacti brush set makes cleaning easier and looks cute while doing it! This fully stocked brush set includes four cacti in different sizes, but you'll never need to worry about pricks. The only bristles on these cleaning brushes are made out of durable nylon which is great for getting the goop out of baby bottles, straws, sippy cups and breast pump parts. The vase drains water and keeps the brushes together so that It's easy to grab exactly the right one for the job. This cute brush set lets you scrub to your heart's content.

",19.99,4.8,"7,377",https://www.amazon.ca/Boon-Cacti-Bottle-Cleaning-Brush/dp/B08411KG5F/ref=sr_1_179?dchild=1&keywords=brush&qid=1619850553&sr=8-179
"Wet Brush, Go Mini Detangler Detangling Travel Hair UltraSoft IntelliFlex Bristles Glide Through Tangles with Ease Gently Loosens Knots While Minimizing Pain Split Ends ad Breakage, Green","Meet the original Detangler an award-winning brush that helps hair stay strong and healthy! The original Detangler gently loosens knots, on wet or dry hair, without pulling or snagging. The moment you use it, you'll feel the difference, and never want to try another hairbrush again

",13.54,.0,19,https://www.amazon.ca/Wet-Brush-Detangling-IntelliFlex-Minimizing/dp/B08SS8L4N7/ref=sr_1_178?dchild=1&keywords=brush&qid=1619850553&sr=8-178
"Grill Brush with Handle, Stainless Steel Barbecue Cleaning Brush for Weber Gas/Charcoal Grilling Grates, BBQ Grill Cleaner",Description:,9.99,.0,3,https://www.amazon.ca/Stainless-Barbecue-Cleaning-Charcoal-Grilling/dp/B08BG3SHPR/ref=sr_1_176?dchild=1&keywords=brush&qid=1619850553&sr=8-176
"Hedume 2 Pack Boar Bristle Hair Brush, Curved and Vented Detangling Hair Brush for Women Long, Thick, Thin, Curly & Tangled Hair Vent Brush","Specifications: Handle Material: Rubber Color: Black and White Size: Length: 26cm / 10.23inch Handle Length: 14cm / 5.51inch The Comb Tooth Length: 2cm / 0.78inch Type: Curved Hair Comb Brush Package Included: 2 X Curved Hair Comb Brush

",19.99,4.2,9,https://www.amazon.ca/Hedume-Bristle-Curved-Detangling-Tangled/dp/B08LGRBTFC/ref=sr_1_177?dchild=1&keywords=brush&qid=1619850553&sr=8-177
"Conair Conair Instant Heat Styling Brush, 3/4-inch","The Conair Instant heat 3/4 inch styling Brush is a sturdy and classic design with modern technology for your ease and convenience. It features a patented Euro design with nonslip grip handle and a tangle-free swivel cord. There's practically no wait-time to heat up because it has a 60-second instant heat up feature that cuts out waiting. Its dual voltage and electronic touchpad control switches make this classic curling Iron a modern device. And it creates the styles unique to you with 25 different heat settings for optimum control. Barrel combines the elements of chromium, nickel, copper and steel for beautiful, long-lasting results.

",22.18,4.,519,https://www.amazon.ca/Conair-Instant-Styling-Brush-4-inch/dp/B08B4G79VN/ref=sr_1_175?dchild=1&keywords=brush&qid=1619850553&sr=8-175
KISS Red Premium Pocket Wave Bow Wow Curved Palm Brush Hard BORPP03,"✔ Our pure boar bristles are gentle on sensitive scalps, helping to seal in split ends, prevent hair breakage, and reduce frizz",19.99,4.,"2,222",https://www.amazon.ca/Premium-Pocket-Curved-Brush-BORPP03/dp/B07Y2HTHPP/ref=sr_1_174?dchild=1&keywords=brush&qid=1619850553&sr=8-174
SplashTech 17-Inch Aluminum-Back Curved Wall Brush Head for Standard 1.25-Inch Telescoping Poles,"Whether your pool is concrete, fiberglass, or vinyl-lined, cleaning is a snap with SplashTech's curved wall brush. Suitable for just about any pool, the durable nylon bristles are tough on grime but soft on vinyl liners, and our hardened abs plastic is built for the rigors of scrubbing concrete, then reinforced with aluminum for extra longevity.

",25.58,4.0,58,https://www.amazon.ca/SplashTech-Aluminum-Back-Standard-1-25-Inch-Telescoping/dp/B01C60RLDA/ref=sr_1_173?dchild=1&keywords=brush&qid=1619850553&sr=8-173
"Wet Brush Volume & Body Round Brush - for Fine to Medium Hair - A Perfect Blow Out with Less Pain, Effort and Breakage - Concave Bristle Design Maximizes Volume","Wet Brush Volume and Body Round Brush - for Fine to Medium Hair - A Perfect Blow Out with Less Pain, Effort and Breakage - Concave Bristle Design Maximizes Volume

",18.76,4.3,319,https://www.amazon.ca/Wet-Brush-Body-Round-Maximizes/dp/B088H9KKFT/ref=sr_1_172?dchild=1&keywords=brush&qid=1619850553&sr=8-172
"ghd Glide Hot Brush, Professional Hot Brush for Hair Styling, Ceramic Hair Straightener Brush","Transform your hair in seconds with the ghd Glide hot brush: the first professional hot brush for hair styling from ghd, which tames and smooths dry hair for quick and effortless styling. The ceramic technology and ionizer tames hair and minimizes frizz. The hot brush maintains an optimum styling temperature of 365ºF, for guaranteed healthier looking hair. The combination of high density short and long bristles allow for large sections of hair, for a sleek look in a few strokes. Suitable for short, medium and long hair styling. ",219.00,4.4,252,https://www.amazon.ca/ghd-Glide-Professional-Hot-Brush/dp/B07PQD6XDF/ref=sr_1_171?dchild=1&keywords=brush&qid=1619850553&sr=8-171
"2 Pieces Hair Brush Cleaning Tool Comb Cleaning Brush Comb Cleaner Brush Hair Brush Cleaner Plastic Handle Mini Hair Brush Remover for Removing Hair Dust Home and Salon Use, Black and Pink",Feature: ,10.59,4.4,"2,296",https://www.amazon.ca/Cleaning-Cleaner-Plastic-Remover-Removing/dp/B07VD6TQSP/ref=sr_1_164?dchild=1&keywords=brush&qid=1619850553&sr=8-164
"Decorus One Step Hair Dryer Brush - Salon Grade Hair Styling Blow Dryer, Volumizer, and Hair Straightener - Ergonomic Volumizing Hot Air Dry Brush for All Hair Types - Detangling Drying Blower Brush",,39.99,4.,65,https://www.amazon.ca/Decorus-Step-Hair-Dryer-Brush/dp/B08M3L1FKR/ref=sr_1_170?dchild=1&keywords=brush&qid=1619850553&sr=8-170
"Vinker Hair Brush Set, Boar Bristle Hair Brush With Round Pins, Massage Scalp Wood Hair Brush, Detangling Adding Shine Hair Brush for Women Men Girls - Wide Tooth Comb Included",,14.99,4.7,24,https://www.amazon.ca/Vinker-Bristle-Massage-Detangling-Adding/dp/B08GYF1NJJ/ref=sr_1_161?dchild=1&keywords=brush&qid=1619850553&sr=8-161
"2 Pack Detangling Hair Brush - Detangler Comb for Hair Textured 3a to 4c Curly Kinky Wavy Wet Dry Long Thick Hair, Knots Detangler Easy to Clean, No Pull or Pain (Black, Pink)", ,16.99,4.0,5,https://www.amazon.ca/Pack-Detangling-Hair-Brush-Detangler/dp/B08T9Z5KDJ/ref=sr_1_160?dchild=1&keywords=brush&qid=1619850553&sr=8-160
Red by Kiss Ultimate Edge Fixer Professional Boar Hair Brush (100% Boar Hair) (BSH28),"100% Boar Bristle Brush Specially designed to use with Kiss Edge Fixer Edge Control Gel

",7.99,4.6,"1,466",https://www.amazon.ca/Kiss-Ultimate-Fixer-Professional-Brush/dp/B07QZ49ZH7/ref=sr_1_163?dchild=1&keywords=brush&qid=1619850553&sr=8-163
"4 Pack Deep Pore Facial Cleansing Brush Replacement Head Compatible with Mia 1, Mia2, Mia3/Aria, Mia Prima, SMART Profile, Alpha Fit, Pro, Plus and Radiance Cleansing Brush","The cleansing brush replacement head ideal for oily skin and large pores, it cleans the skin and the dirt and oil in the deep parts of the pores effectively. ",19.99,4.3,154,https://www.amazon.ca/Cleansing-Replacement-Compatible-Profile-Radiance/dp/B08G879G2X/ref=sr_1_168_sspa?dchild=1&keywords=brush&qid=1619850553&sr=8-168-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyNzEzVENKSENKWVFDJmVuY3J5cHRlZElkPUEwMTAwMTAxMTROUDhMODcwWEVNRCZlbmNyeXB0ZWRBZElkPUEwOTIxNjc4M1FQVFdURVkwVlY2MCZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
"Crayola Flat Brush Set-4-Count, School, Craft, Painting and Art Supplies, Kids, Ages 3,4, 5, 6 and Up, Holiday Toys, Stocking , Arts and Crafts, Gifting","Versatile, all-purpose flat paint brushes with white bristles which are ideal for almost any craft or school project!

",4.99,4.7,138,https://www.amazon.ca/Crayola-Set-4-Count-Painting-Supplies-Stocking/dp/B00MA95B5I/ref=sr_1_159?dchild=1&keywords=brush&qid=1619850553&sr=8-159
"Dry Brushing Body Brush - Round Exfoliating Brush, Body Brush, Dry Brush for Cellulite and Lymphatic Drainage Massager, Body Scrubber Brush for Skin & Body Exfoliator, Skin Brush",,13.99,4.3,615,https://www.amazon.ca/Dry-Brushing-Body-Brush-Exfoliating/dp/B07WVQLTB3/ref=sr_1_158?dchild=1&keywords=brush&qid=1619850553&sr=8-158
"Wet Brush Hair Brush Original Detangler - Triangles Pattern (Black) - Exclusive Ultra-soft IntelliFlex Bristles - Glide Through Tangles With Ease For All Hair Types - For Women, Men, Wet And Dry Hair","The original detangler revolutionary bristles that glides through tangles without breakage or pain. Award-winning all hair typesabout ushow you brush your hair is the key to strong and healthy hair and the single most overlooked step in hair care.

",18.15,4.6,778,https://www.amazon.ca/Wet-Brush-Original-Detangler-Triangles/dp/B082P8FCT8/ref=sr_1_157?dchild=1&keywords=brush&qid=1619850553&sr=8-157
Y-Kelin 2 packs L-shaped Interdental Brush Angle Brush 20pcs (White1.0mm),,9.99,4.0,10,https://www.amazon.ca/Y-Kelin-packs-L-shaped-Interdental-White1-0mm/dp/B089NC6LBN/ref=sr_1_166_sspa?dchild=1&keywords=brush&qid=1619850553&sr=8-166-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyNzEzVENKSENKWVFDJmVuY3J5cHRlZElkPUEwMTAwMTAxMTROUDhMODcwWEVNRCZlbmNyeXB0ZWRBZElkPUEwODU2NDE2MUNYU0E2SzE4TU9VVyZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
